name,rating,price,restaurant_type,description,address,google_maps_url,reviews_url,reviews
Da Alfredo Restaurant Paris 8,4.7,,Italian restaurant,,"182 Bd Haussmann, 75008 Paris, France","https://www.google.fr/maps/place/Da+Alfredo+Restaurant+Paris+8/@48.8744213,2.2970739,2141m/data=!3m2!1e3!5s0x47e66fc72de5e899:0x57b21799daeae0df!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66f2643ebc643:0x8ffaf8251b92770c!8m2!3d48.8751989!4d2.3069858!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgESaXRhbGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F11kq7hybnd?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Da+Alfredo/@48.8744213,2.2970739,3773m/data=!3m2!1e3!5s0x47e66fc72de5e899:0x57b21799daeae0df!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66f2643ebc643:0x8ffaf8251b92770c!8m2!3d48.8751989!4d2.3069858!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgESaXRhbGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F11kq7hybnd?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Très heureuse d’avoir découvert cette adresse totalement par hasard !! J’étais en déplacement professionnel 4 jours et y suis allée 2 jours d’affilé.\nLes pâtes sont délicieuses ainsi que le risotto à l’encre de seiche et calamars …', 'Nous avons A DO RÉ Alfredo, son équipe, l’ adorable Jennifer et la merveilleuse cuisine italienne proposée. Une découverte   Formidable sur le boulevard Hausmann. Merci à tous de votre accueil chaleureux et plein d’humour dans le contexte …', 'Cuisine délicieuse dans une ambiance chaleureuse et un chef de salle facétieux. Un déjeuner parfait si ce n’est l’addition qui était elle très salée!']"
Restaurant Super Huit Paris 8,4.8,,Restaurant,,"95 Rue de Miromesnil, 75008 Paris, France","https://www.google.fr/maps/place/Restaurant+Super+Huit+Paris+8/@48.8744204,2.2970739,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66f7dbd455b45:0x5802ee069a92e9bb!8m2!3d48.8797499!4d2.3152574!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11vpnmcfkm?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Restaurant+Super+Huit+Paris+8/@48.8744204,2.2970739,3773m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66f7dbd455b45:0x5802ee069a92e9bb!8m2!3d48.8797499!4d2.3152574!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11vpnmcfkm?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Tout est parfait, de l’entrée au desserts. Carte des vin très bien pensé. C’est un sans faute. Bravo au chef pour sa cuisine en simplicité et maîtrisé ça fait du bien d’avoir un chef qui a du goût pour les bons produits et de l’équilibre …', 'Nouvelle adresse du quartier à tester! Nous y avons dîné à 2 et avons partagé la plupart de nos plats pour tout goûter!! Assiettes recherchées tout en gardant le côté gourmand. Coup de cœur sur les sauces des plats principaux. Le cadre est …', 'Une expérience hors du temps et du commun !\n\nDes vins audacieux et fins qui sont venus souligner des assiettes réalisées avec …']"
L'Empire du 8ème,4.3,$$$,French restaurant,"Stylish restaurant serving Mediterranean cuisine, plus 2 bars, including one in a vaulted cellar.","11 Rue Jean Mermoz, 75008 Paris, France","https://www.google.fr/maps/place/L'Empire+du+8%C3%A8me/@48.8744195,2.2970739,2141m/data=!3m2!1e3!5s0x47e66fc5f2097cfd:0x84d6f65b24aa604a!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66fc5f371f33f:0x1efacbc9c5ca6bec!8m2!3d48.8709259!4d2.3113845!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1tc__swt?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/L'Empire+du+8%C3%A8me/@48.8744195,2.2970739,3773m/data=!3m2!1e3!5s0x47e66fc5f2097cfd:0x84d6f65b24aa604a!4m12!1m2!2m1!1srestaurant+paris+8!3m8!1s0x47e66fc5f371f33f:0x1efacbc9c5ca6bec!8m2!3d48.8709259!4d2.3113845!9m1!1b1!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1tc__swt?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['J’ai passé un merveilleux anniversaire dans ce restaurant, merci beaucoup pour le service, les serveurs étaient tous au top !! Ils étaient toujours à l’écoute pour nous faire passer une bonne soirée. Je vous recommande tous ce restaurant ! Bien situé dans paris et très propre, encore une fois merci à vous 🤗 …', 'Très bon restaurant. Le risotto aux gambas était excellent, et les entrées et les desserts aussi. Serveur sympa et ambiance calme.\nRecommandé!', 'Atmosphère, chaleureuse et conviviale. Idéale pour un dîner entre amis.\nLa serveuse Emma était très attentionnée et a su nous conseiller un vin parfait pour accompagner notre repas. …', ""Nous avons passé un très bon moment entre amis dans ce restaurant. Les plats étaient excellents, les cocktails délicieux et l'équipe au top ! Nous reviendrons sans hésitation !"", 'Je dois avouer avoir été agréablement surpris tant par le décor, la musique et le plus important, les plats. …']"
Le Sens Unique,4.5,$$,French restaurant,"Chic restaurant with a wine bar serving high-end meals & drinks in plush, brick-lined surroundings.","47 Rue de Ponthieu, 75008 Paris, France","https://www.google.fr/maps/place/Le+Sens+Unique/@48.8744186,2.2970739,2141m/data=!3m2!1e3!5s0x47e66fc4078c0e49:0x6477e80cf3ce595f!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66fc407003ad3:0xbe05b3033637ad2a!8m2!3d48.871506!4d2.306402!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1tdpqzn6?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Le+Sens+Unique/@48.8744186,2.2970739,3773m/data=!3m2!1e3!5s0x47e66fc4078c0e49:0x6477e80cf3ce595f!4m12!1m2!2m1!1srestaurant+paris+8!3m8!1s0x47e66fc407003ad3:0xbe05b3033637ad2a!8m2!3d48.871506!4d2.306402!9m1!1b1!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1tdpqzn6?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Le respect des traditions et des cultures se mêle à la convivialité pour offrir une expérience unique. Tout simplement une table magnifique !', ""Excellente découverte parisienne. Le lieu est cosy ce qui colle parfaitement avec la cuisine maison et traditionnelle, qui etait par ailleurs plus . Des plats jusqu'au service, tout est convivial dans cette adresse nichée rue de Ponthieu, on s'y sent bien."", 'This restaurant unmistakably demonstrates a discriminatory and prejudiced attitude toward customers of Asian descent. I shall not return, not solely due to such reprehensible treatment, but also because the food itself is deplorably …', ""Un réel plaisir de se rendre au Sens Unique ! Cette adresse fait partie de mes classiques tant l'équipe est top, souriante et efficace, et tant la cuisine est excellente. Ce soir, j'ai eu la chance de manger la terrine de canard, suivi par …"", ""cuisses de canard confite et L'escargot sont très délicieux, Les spéciaux du jour sont également délicieux.j’ai bien mangé,c’est un très bon restaurant !""]"
Le Coin du Rocher - Paris,4.7,€30–40,Restaurant,,"88 Rue du Rocher, 75008 Paris, France","https://www.google.fr/maps/place/Le+Coin+du+Rocher+-+Paris/@48.8744176,2.2970739,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66f4db3a5ca5d:0xa4349c9fca5e3bc5!8m2!3d48.8805073!4d2.3174135!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F1tdkljmh?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Le+Coin+-+Paris/@48.8744176,2.2970739,3773m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66f4db3a5ca5d:0xa4349c9fca5e3bc5!8m2!3d48.8805073!4d2.3174135!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F1tdkljmh?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Une bonne adresse pour manger des plats bien Français ! Accueil chaleureux, personnel très sympathiques et très amicaux. Nous avons passé un très bon moment en mangeant des plats simples mais très bons! Vraiment, que demander de plus?', ""Une valeur sûre du quartier, on est jamais déçus par les plats ! Aujourd'hui les trippes maisons préparés par le patron étaient succulentes de même que la crème caramel qui me rappelle celle de ma mère."", ""Une brasserie familiale chaleureuse et savoureuse\n\nUn véritable coup de cœur pour cette brasserie typique où l'accueil des patrons …""]"
Citrus,4.6,,French restaurant,Retro-style restaurant with a patio offering traditional Provencal & Mediterranean cuisine.,"52 Rue de Miromesnil, 75008 Paris, France","https://www.google.fr/maps/place/Citrus/@48.8744167,2.2970739,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66f52be260fed:0x6c23ecbf866936fc!8m2!3d48.8747707!4d2.3158797!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11hh9hh331?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Citrus/@48.8744167,2.2970739,3773m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+8!3m8!1s0x47e66f52be260fed:0x6c23ecbf866936fc!8m2!3d48.8747707!4d2.3158797!9m1!1b1!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11hh9hh331?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","[""Restaurant très agréable et élégant, avec un joli patio d'intérieur, très cosy et calme. Vraiment idéal si vous voulez discuter tranquillement, bien que l'établissement propose aussi d'arranger de grande table pour des groupes. …"", 'Ce restaurant sympa du quartier Miromesnil dispose d’un cadre cosy et d’un service sympathique (parfois un tout petit peu long).\nDans l’assiette les plats sont créatifs, même en retenant la formule de midi qui …', ""Très joli restaurant, très bien situé. Je recommande pour les diner d'affaires. Ou un date chic. Leurs cocktails sont succulents. La carte n'est pas exceptionnelle cela dit. Et le prix est plutôt élevé mais justifiable en considérant l'emplacement, la terrasse et le service."", 'Bel accueil de la part des serveurs le restaurant est très charmant avec un extérieur couvert et joliment décoré de plantes.\nLe cocktail «\xa0Sous l’olivier\xa0» est vraiment énorme, il était plutôt pas mal, …', 'Le lieu est très sympa, cosy.\nLes Saint-Jacques étaient excellentes et l’assiette était belle de par ses couleurs. Le porn star martini très équilibré. …']"
Le Boissy d'Anglas,4.5,,Restaurant,,"41 Rue Boissy d'Anglas, 75008 Paris, France","https://www.google.fr/maps/place/Le+Boissy+d'Anglas/@48.8744158,2.2970739,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66fccc5ba5ddb:0x361d1e2bf5b55742!8m2!3d48.8701025!4d2.3222946!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11fzwn92nl?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Le+Boissy+d'Anglas/@48.8744158,2.2970739,3773m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+8!3m8!1s0x47e66fccc5ba5ddb:0x361d1e2bf5b55742!8m2!3d48.8701025!4d2.3222946!9m1!1b1!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11fzwn92nl?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Delicious meal : I ordered grilled fish with rice followed by chocolate mousse. Impeccably cooked and presented. A  beautifully designed space, with friendly welcoming owner and staff. …', 'Lieu d’une extrême beauté; c’est très cosy et on s’y sent bien.\n\nIdéalement situé. …', ""Excellent accueil par la cheffe de salle. Déjeuner dans l' 'espace salon très confortable, très bien installés. Terrine de Gilles Vérot excellente.\nDuo de poisson parfaitement cuit et savoureux avec un Chablis de bon niveau. Une …"", 'Merveilleux restaurant tout est préparé avec soin et attention pour les clients et très typique de l’ambiance parisienne. Mention spéciale à la responsable qui m’a offert gracieusement une paire de chaussures après que les miennes m’aient fait faux bond. Une très bonne surprise et un souvenir mémorable !', 'Très bon restaurant dans une amiante chaleureuse et cosy, service impeccable et sympa. On s’est régalé ! Je conseille vivement']"
Le Drugstore,4.6,,Brasserie,Inventive dishes with Asian & American influences served in a sophisticated locale.,"133 Av. des Champs-Élysées, 75008 Paris, France","https://www.google.fr/maps/place/Le+Drugstore/@48.8727762,2.2789366,2141m/data=!3m2!1e3!5s0x47e66febdb92da09:0x37efa3faf42d6ce6!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66f8e7c15fa81:0x5f9b24d1996dd075!8m2!3d48.8727762!4d2.296961!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgEUcmVzdGF1cmFudF9icmFzc2VyaWXgAQA!16s%2Fg%2F11fms9_cyg?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Le+Drugstore/@48.8727762,2.2789366,3773m/data=!3m2!1e3!5s0x47e66febdb92da09:0x37efa3faf42d6ce6!4m12!1m2!2m1!1srestaurant+paris+8!3m8!1s0x47e66f8e7c15fa81:0x5f9b24d1996dd075!8m2!3d48.8727762!4d2.296961!9m1!1b1!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgEUcmVzdGF1cmFudF9icmFzc2VyaWXgAQA!16s%2Fg%2F11fms9_cyg?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['On prend place autour de la cuisine. C’est un beau spectacle. Le repas est gourmand, avec de multiples saveurs.', 'Restaurant de bonne qualité.\nUn bon choix et des plats qualitatifs. …', 'Pour le tea-time Le mille feuille est certes un peu cher (18€) )mais il est excellent  et très léger le service est très agréable et attentionné et bien sur la localisation sur les champs idéal !!!', 'Nous avons été bien accueilli et franchement la nourriture était très bonne\nJ’ai pris un suprême de poulet très délicieux', ""Avec mes copines nous avons passé un moment formidable hier pour mon anniversaire. La view sur l'arch triomphe, l'ambiance et le service était top. Excellent DJ . Nous avons bien dansé. …""]"
Bistrot Marloe Paris,4.4,$$$$,French restaurant,Upmarket restaurant serving elevated takes on traditional cuisine amid retro-style surrounds.,"12 rue du Commandant Rivière, 10 Rue d'Artois, 75008 Paris, France","https://www.google.fr/maps/place/Bistrot+Marloe+Paris/@48.874414,2.2970739,2141m/data=!3m2!1e3!5s0x47e66fc68ed63e7d:0xe624cc67e6dd32f7!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66fc690cac033:0x8c6f023b11cc627b!8m2!3d48.8728038!4d2.3084319!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11_rplk_6?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Bistrot+Marloe+Paris/@48.874414,2.2970739,3773m/data=!3m2!1e3!5s0x47e66fc68ed63e7d:0xe624cc67e6dd32f7!4m12!1m2!2m1!1srestaurant+paris+8!3m8!1s0x47e66fc690cac033:0x8c6f023b11cc627b!8m2!3d48.8728038!4d2.3084319!9m1!1b1!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11_rplk_6?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Magnifique brasserie parisienne, joli décor, quartier proche de tout. Une belle adresse avec un service professionnel et très sympa. La qualité des plats est au top, un excellent rapport qualité prix. Loin des attrapes touristes des Champs Élysées !', 'Table de qualité. Belle maitrise des cuissons, avec un beau morceau de cabillaud moelleux et des légumes assortis bien rôtis. Prix raisonnable. Service aux petits soins. Je reviendrais !', ""C'était très bon\nPar rapport au standing, il y a plusieurs petites choses qui pourraient être améliorées : …"", 'Les plats sont délicieux, le cadre chouette t le service nickel mais c’est très bruyant.', ""Mon deuxième passage en 7 jours.\nL'équipe est aux petits soins juste comme il faut!\nDans l'assiette, la joie de lotte parfaitement cuite est posée sur un risotto …""]"
Rigoletto,4.9,€20–30,Italian restaurant,,"81 Rue du Rocher, 75008 Paris, France","https://www.google.fr/maps/place/Rigoletto/@48.874413,2.2970739,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66fdfac93451f:0x6e3eb54385fd4d09!8m2!3d48.8801192!4d2.3174176!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgESaXRhbGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F11q93t6khg?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Rigoletto/@48.874413,2.2970739,3773m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+8!3m8!1s0x47e66fdfac93451f:0x6e3eb54385fd4d09!8m2!3d48.8801192!4d2.3174176!9m1!1b1!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgESaXRhbGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F11q93t6khg?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Belle déco pour une cuisine gourmande qui revisite les grands classiques ! Nous sommes allées en groupe. Tous les plats étaient délicieux. Une adresse à garder et à partager.', 'Restaurant superbe, chaleureux accueil, personnels bienveillants, très bonne saveur, bon rapport qualité prix', 'Très belle découverte de ce petit restaurant italien. Très belle carte. Anti Pastille superbe. Et les pâtes. Lunguini aux fruit de mer.  Pâtes aux gorgonzola succulente. Bref. Du top.', ""Table pour 7 réservée pour un déjeuner d'équipe. Tout le monde. s'est régalé. Les pizzas sont délicieuses, très parfumées. Les pâtes à la carbonora valent également le détour. Une bonne adresse, un service agréable et des prix cohérents à l'égard de la qualité des plats. Avis aux gourmands : Les desserts sont copieux !"", 'Très bon dîner passé dans ce petit restaurant calme et confortable, idéal pour un moment partagé entre amis : accueil chaleureux et prévenant, ambiance agréable avec une décoration soignée, cuisine raffinée avec mention particulière pour le …']"
Lafayette's restaurant rue d'Anjou,4.4,€100+,Restaurant,"Historic house offering French dishes in a refined, cozy setting.","8 Rue d'Anjou, 75008 Paris, France","https://www.google.fr/maps/place/Lafayette's+restaurant+rue+d'Anjou/@48.8744121,2.2970739,2141m/data=!3m2!1e3!5s0x47e66fccfc4ff495:0x68d305fa96527158!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66f101be0cdc1:0xb39d0010c2099803!8m2!3d48.8698289!4d2.3209037!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11h2hfxt2g?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Lafayette's+restaurant+rue+d'Anjou/@48.8744121,2.2970739,3773m/data=!3m2!1e3!5s0x47e66fccfc4ff495:0x68d305fa96527158!4m12!1m2!2m1!1srestaurant+paris+8!3m8!1s0x47e66f101be0cdc1:0xb39d0010c2099803!8m2!3d48.8698289!4d2.3209037!9m1!1b1!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11h2hfxt2g?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","[""J'ai fêté l'anniversaire de deux de mes amis. L'ambiance était magnifique, parfaite pour discuter. Nous étions là un jeudi soir et il y avait une belle musique de fond avec le bon volume. …"", ""J'ai passé un moment inoubliable avec mes amies dans ce restaurant. J’ai réserver le salon Pantry, ce qui a rendu l'expérience encore plus spéciale. Le cadre était magnifique, parfait pour se retrouver dans une ambiance intime et …"", 'Expérience magique ! Un sans-faute du début à la fin.\n\nLe lieu est absolument sublime, chargé d’histoire, avec une atmosphère unique …', 'Une expérience magique ! Le contraste entre la décoration d’antan et l’atmosphère moderne créait une ambiance envoûtante. La musique, captivante et c’est surtout pour toutes génération et ne changez rien à cette playlist 😊 ! …', 'Exceptionnel !\nLe cadre, la carte, le service, tout était parfait\nJe pense que c’est le plus beau restaurant que j’ai testé …']"
Zo,4.2,$$,Mediterranean restaurant,"Sushi, refined bistro dishes & cocktails in an elegant space with a brass-clad bar & Asian motifs.","13 Rue Montalivet, 75008 Paris, France","https://www.google.fr/maps/place/Zo/@48.8744112,2.2970739,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66fcc1ac60f93:0x7c3ba310f9e4cde1!8m2!3d48.8711229!4d2.3181921!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgEYbWVkaXRlcnJhbmVhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F1tfv4frt?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Restaurant+Zo/@48.8744112,2.2970739,3773m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66fcc1ac60f93:0x7c3ba310f9e4cde1!8m2!3d48.8711229!4d2.3181921!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgEYbWVkaXRlcnJhbmVhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F1tfv4frt?entry=ttu&g_ep=EgoyMDI1MDEyMS4wIKXMDSoASAFQAw%3D%3D","[""C'est chaleureux, ambiance musicale agréable bien que trop fort. Cuisine délicieuse"", 'Dommage qu’ils ne fassent pas la carte des sushis l’été mais très bon plat de pâtes et surtout excellent tiramisu', 'Joli établissement à l ambiance zen. Original par le concept.  La cuisine propose deux types de plats. Les uns japonais ( très loin des traditionnels bobuns,ramen ou sushi) ,les autres types méditerranéens ( la aussi loin des tajines ou …']"
Cena Paris,4.4,,Restaurant,,"23 Rue Treilhard, 75008 Paris, France","https://www.google.fr/maps/place/Cena+Paris/@48.8744103,2.2970738,2141m/data=!3m1!1e3!4m11!1m3!2m2!1srestaurant+paris+8!6e5!3m6!1s0x47e66fc7d1ea899d:0xb8dc156b4ae74641!8m2!3d48.8767163!4d2.3131153!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11nngvndys?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Cena+Paris/@48.8744103,2.2970738,3773m/data=!3m1!1e3!4m11!1m3!2m2!1srestaurant+paris+8!6e5!3m6!1s0x47e66fc7d1ea899d:0xb8dc156b4ae74641!8m2!3d48.8767163!4d2.3131153!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11nngvndys?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Le meilleur resto du quartier ! Enfin une cuisine originale, avec une carte qui change toutes les semaines et avec des produits d’excellente qualité ! Je rajoute une 6eme étoile pour le service impeccable et la gentillesse des équipes ! :)', 'Bel accueil, Service au top et sans chichis, on s’y sent vraiment à l’aise. Nous avons adoré les vins suggérés et perso gros coup de cœur pour le croque-monsieur et surtout la légine marinée au miso: c’est un MUST. Mon convive un peu déçu …', '(En ce moment le chef Pascal Barbot est en résidence à Cena. Mon expérience concerne le déjeuner) …']"
