name,rating,price,restaurant_type,description,address,google_maps_url,reviews_url,reviews
Les Jardins Contini,4.5,€20–30,Italian restaurant,,"49 Av. du Général Leclerc, 75014 Paris, France","https://www.google.fr/maps/place/Les+Jardins+Contini/@48.8329665,2.3124079,2142m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+14!3m6!1s0x47e671b9db31bd8d:0x7d78cc08ccf6ec41!8m2!3d48.8298027!4d2.328928!15sChNyZXN0YXVyYW50IHBhcmlzIDE0WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTSSARJpdGFsaWFuX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1th7xnvj?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Les+Jardins+Contini/@48.8329665,2.3124079,3776m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+14!3m8!1s0x47e671b9db31bd8d:0x7d78cc08ccf6ec41!8m2!3d48.8298027!4d2.328928!9m1!1b1!15sChNyZXN0YXVyYW50IHBhcmlzIDE0WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTSSARJpdGFsaWFuX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1th7xnvj?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","[""L'un des meilleurs restaurants italiens de Paris. Les plats sont très bons et gourmands.\nPs: Les lasagnes Maison sont à tomber par terre ❤️ Le service est très agréable"", 'Dans ce restaurant si je peux appeler sa comme sa tous est à revoir plat d’une qualité plus que médiocre aucun savoir faire pour les cocktails la serveuse nous a déposer les verre en renversant la moitié je trouve sa très dommage de mettre …', 'Une très bonne et belle expérience chez Jardin Contini.\nLes pizzas sont délicieuses et copieuse et les pâtes un régal.\nJe recommande ce restaurant il est en plus très situé.', 'Restaurant très sympa, délicieux et gourmand.\nJe recommande vivement.', ""Joli décor dans l'ensemble, bon accueil. Manque de saveur dans les plats, j'ai dû mettre beaucoup de parmesan rapé en plus pour relever le tout, un peu décevant, en vue des notes google je m'attendais à des plats plus gouteux.Assiettes bien …""]"
I GRAPPOLI,4.5,€20–30,Pizza restaurant,,"22 Pl. Denfert-Rochereau, 75014 Paris, France","https://www.google.fr/maps/place/I+GRAPPOLI/@48.8329665,2.3124079,2142m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+14!3m6!1s0x47e671b5647d7bbb:0x6d42a663c8dc2bc5!8m2!3d48.8338697!4d2.3308772!15sChNyZXN0YXVyYW50IHBhcmlzIDE0WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTSSARBwaXp6YV9yZXN0YXVyYW504AEA!16s%2Fg%2F11rn91b4fk?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/I+GRAPPOLI/@48.8329665,2.3124079,3776m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+14!3m8!1s0x47e671b5647d7bbb:0x6d42a663c8dc2bc5!8m2!3d48.8338697!4d2.3308772!9m1!1b1!15sChNyZXN0YXVyYW50IHBhcmlzIDE0WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTSSARBwaXp6YV9yZXN0YXVyYW504AEA!16s%2Fg%2F11rn91b4fk?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Ce restaurant est une véritable pépite pour les amateurs de cuisine italienne. Les pâtes étaient délicieusement al dente …', 'Nous sommes venus à l’occasion de l’anniversaire de mon père, nous avions demandés si possible le à être installés dans un joli cadre, et nous avons été écoutés! Très bons plats avec des produits frais. Service chaleureux. Bonne adresse à Denfert! Mention spéciale au café gourmand!', 'C’est une bonne adresse, c’était bon, mais pas incroyable comme j’ai pu avoir des coups de cœur dans d’autre restaurants aux alentours. Un peu cher (ici 10€ le tiramisu qui est mon repère pour commander dans les restaurants italien.) …', ""J'ai adoré ce restaurant où les recettes sont plus originales qu'un italien classique. Le service était super, souriant et chaleureux.\nJ'ai pris les gnocchis et c'était excellent et authentique ! Je recommande."", 'Quelle belle soirée !\nUn régal (spritz, spaghettis avec palourdes et tiramisu) un service au petit soin avec un sourire permanent malgré une table de 11. …']"
A bout de souffle - Restaurant Bar Paris 14,4.7,,Restaurant,,"17 Rue Campagne Première, 75014 Paris, France","https://www.google.fr/maps/place/A+bout+de+souffle+-+Restaurant+Bar+Paris+14/@48.8329665,2.3124079,2142m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+14!3m6!1s0x47e671f632ec33cd:0x1bca41414c0e541d!8m2!3d48.8396889!4d2.3324329!15sChNyZXN0YXVyYW50IHBhcmlzIDE0WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTSSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11fk8fmbf7?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/A+bout+de+souffle+-+Restaurant+Bar+Paris+14/@48.8329665,2.3124079,3776m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+14!3m8!1s0x47e671f632ec33cd:0x1bca41414c0e541d!8m2!3d48.8396889!4d2.3324329!9m1!1b1!15sChNyZXN0YXVyYW50IHBhcmlzIDE0WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTSSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11fk8fmbf7?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['A bout de souffle 💖\nJuste la meilleure table du quartier !\nAvec un chef qui surprend tous les jours avec 2 plats du jour, sans compter une …', 'Très bonne brasserie pour passer le déjeuner ; dommage que la cuisine ne soit ouverte que le midi !', 'Le bar vient de fermer… le QG de toute une jeunesse… nous avons passé des moments inoubliables et culturally significant… merci au serveur, merci à la vie, merci à l’amour\nAdieu ABDS', ""Si on peut juste reprocher à la carte de manquer d'options végétariennes, on a toutefois le choix entre des plats appétissants, très savoureux, superbement présentés et en quantité plutôt généreuse. Le tout dans une formule le midi très accessible. Je me suis vraiment régalé !"", 'Ce lieu mythique de ma jeunesse vient de fermer...\nAdieu à bout de souffle, adieu les cocktails à 5€, adieu les pizzas délicieuses <3']"
Restaurant Île de la Réunion,4.3,$$,Creole restaurant,,"96 Rue Daguerre, 75014 Paris, France","https://www.google.fr/maps/place/Restaurant+%C3%8Ele+de+la+R%C3%A9union/@48.8329665,2.3124079,2142m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+14!3m6!1s0x47e66d8865a8ec41:0x6af6937ced491cee!8m2!3d48.8361109!4d2.3241331!15sChNyZXN0YXVyYW50IHBhcmlzIDE0WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTSSARFjcmVvbGVfcmVzdGF1cmFudOABAA!16s%2Fg%2F1thq94yg?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Restaurant+%C3%8Ele+de+la+R%C3%A9union/@48.8329665,2.3124079,3776m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+14!3m8!1s0x47e66d8865a8ec41:0x6af6937ced491cee!8m2!3d48.8361109!4d2.3241331!9m1!1b1!15sChNyZXN0YXVyYW50IHBhcmlzIDE0WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTSSARFjcmVvbGVfcmVzdGF1cmFudOABAA!16s%2Fg%2F1thq94yg?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Belle découverte de ce restaurant proposant un large choix de plats réunionnais. …', ""Excellent restaurant réunionnais.\nAccueil souriant, service rapide.\nLes plats sont copieux et les saveurs rappellent l'île. Des petits pots de sauce plus ou moins épicés.\nPrix raisonnables."", 'On y a bien mangé avec un collègue. Ça m’a rappelé mon île. Les formules ne sont cependant pas clair pour le brunch créole. Concernant le thé on aurait aimé un thé à la vanille de la réunion plutôt qu’un lipton industriel. L’assiette était …', 'Très belle découverte, c’était une première pour moi dans ce restaurant et d’ailleurs une première également pour la cuisine réunionnaise et c’est un grand oui ! …', ""Excellent restaurant réunionnais ! J'ai vraiment apprécié l'accueil chaleureux du serveur qui était très sympathique et attentionné. Les plats typiques que j'ai commandés étaient délicieux, avec des saveurs relevées et authentiques. Le …""]"
Black Pinky,4.4,€20–30,Restaurant,,"30 Rue de la Gaité, 75014 Paris, France","https://www.google.fr/maps/place/Black+Pinky/@48.8329665,2.3124079,2142m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+14!3m6!1s0x47e671cafdef5ed9:0xfbc92df83a3c7ab1!8m2!3d48.839068!4d2.3228546!15sChNyZXN0YXVyYW50IHBhcmlzIDE0WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTSSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F1tdy3sst?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Black+Pinky/@48.8329665,2.3124079,3776m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+14!3m8!1s0x47e671cafdef5ed9:0xfbc92df83a3c7ab1!8m2!3d48.839068!4d2.3228546!9m1!1b1!15sChNyZXN0YXVyYW50IHBhcmlzIDE0WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTSSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F1tdy3sst?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Un petit restaurant où on est rentré par hasard dans un quartier bien animé.\nDécoration de la salle qui nous fait voyager.\nLes plats sont goûteux. …', 'Très bonne adresse ! De bonnes saveurs, des boissons aux desserts. Des plats relevés, bon rapport qualité/prix, de très bonne portions. Super ambiance, très jolie. Rien à dire, c’était un super moment 😍 …', ""Nous avons aimé l'ambiance du lieu. Nous avons apprécié l'originalité des cocktails et des mocktails. Nous nous sommes laissés tenter par 3 tapas: la salade de mangues très fraîche et acidulée, les gyozas bien croustillants et la saucisse …"", ""Les plats sont juste délicieux et assez généreux en quantité. Les cocktails sont intéressants et changent des cocktails classiques que l'on peut trouver partout. Le cadre est sympa et cosy mais peut quand même devenir bruyant lorsque le resto est plein. Quant aux prix, cela reste correct. Le service est assez rapide. Je recommande !"", 'Le restaurant est petit mais bien décoré, sympa pour un dîner entre amis ou en couple. Presque tout est fait maison, c’est top. Mais sur cette commande j’ai trouvé le riz trop cuit, le boeuf aussi et c’est pour moi un peu dommage car le …']"
Au Bourguignon du Marais,4.6,$$,French restaurant,"Escargot, beef bourguignon & other traditional Burgundy cuisine in a polished restaurant.","52 Rue François Miron, 75004 Paris, France","https://www.google.fr/maps/place/Au+Bourguignon+du+Marais/@48.8632776,2.3384501,4282m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+4!3m6!1s0x47e671fd65196a63:0xe84c235395093b65!8m2!3d48.8554413!4d2.3575828!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1tgg989f?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Au+Bourguignon+du+Marais/@48.8632776,2.3384501,7547m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+4!3m6!1s0x47e671fd65196a63:0xe84c235395093b65!8m2!3d48.8554413!4d2.3575828!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1tgg989f?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","[""Bon restaurant. Je le trouve un peu cher. Le boeuf bourguignon est bon mais pas assez d'accompagnement et un peu trop salé. Au niveau du café gourmand, c'était bon surtout la crème brûlée. Par contre, le moelleux au chocolat est à moitié coulant et à moitié farineux et le choux manquait de goût beaucoup de goût."", 'Superbe expérience gastronomique, service merveilleux. La qualité de la nourriture est incroyable. Merci beaucoup !', 'Excellent restaurant de bœuf bourguignon sur Paris ! La serveuse était extrêmement sympathique et rigolote, et le service assez rapide. J’ai adoré le bœuf bourguignon que je recommande vivement, un pur moment réconfortant. On a passé une excellente soirée entre amis !']"
Salento Marais,4.6,€20–30,Italian restaurant,"Artfully presented antipasti, pasta & Italian mains in an elegant, retro-chic venue with a terrace.","6 Rue de Jarente, 75004 Paris, France","https://www.google.fr/maps/place/Salento+Marais/@48.8632739,2.3384501,4282m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+4!3m6!1s0x47e66e1c949bc871:0x35396d02021ea2b4!8m2!3d48.855741!4d2.3629613!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgESaXRhbGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F1tcyds90?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Salento+Marais/@48.8632739,2.3384501,7547m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+4!3m8!1s0x47e66e1c949bc871:0x35396d02021ea2b4!8m2!3d48.855741!4d2.3629613!9m1!1b1!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgESaXRhbGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F1tcyds90?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","[""Succulent, serviable et professionnel !\nJ'attribue la plus haute note pour cet établissement aux recettes italiennes savoureuses. Bravo à toute l'équipe 👏🏼 …"", 'Un restaurant italien ou les plats sont goûtus, bien servis. Le service est sympathique !\nLe tiramisu m’a paru un peu petit pour 10,50€ mais très bon et maison\nUne bonne adresse', 'Très bonne cuisine vraiment typique italienne. Les pâtes et le vin au top.', 'Le restaurant ""Salento"" est tout simplement génial. Niché dans le charmant quartier du Marais, cet établissement rétro chic avait vraiment du cachet. Bon, ok, c\'était un peu la ruche là-dedans, mais c\'est le signe que l\'endroit est une …', 'Une très belle découverte.  E Risotto courgettes jambon est délicieux et copieux.  Service au top, rapide, efficace. Très bon accueil. Je recommande fortement 😊 …']"
Le Colimaçon,4.6,$$,French restaurant,Creative takes on French bistro dishes in a snug space with raw-stone walls & wooden beams.,"44 Rue Vieille du Temple, 75004 Paris, France","https://www.google.fr/maps/place/Le+Colima%C3%A7on/@48.8632776,2.3384501,4282m/data=!3m2!1e3!5s0x47e66e02fa2e3db9:0xeae05d70606e55eb!4m10!1m2!2m1!1srestaurant+paris+4!3m6!1s0x47e66e02fb1790d3:0x2c3aa6eb209360fb!8m2!3d48.858012!4d2.3580635!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1tqnky4m?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Le+Colima%C3%A7on/@48.8632776,2.3384501,7547m/data=!3m2!1e3!5s0x47e66e02fa2e3db9:0xeae05d70606e55eb!4m12!1m2!2m1!1srestaurant+paris+4!3m8!1s0x47e66e02fb1790d3:0x2c3aa6eb209360fb!8m2!3d48.858012!4d2.3580635!9m1!1b1!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1tqnky4m?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Excellent restaurant où l’on y déguste la traditionnelle cuisine française  !! Le service est top, et les plats sont vraiment délicieux, je recommande vivement !', 'C’est la troisième fois que l’on vient et c’est toujours aussi bon, agréable et authentique.\nDe la bonne cuisine française , servie généreusement pour un prix tout à fait …', 'Nous avons passés un très bon moment au Colimaçon ! La cuisine était délicieuse, avec des plats savoureux et bien présentés. Merci aux serveuses pour leur accueil chaleureux, leur efficacité ainsi que leurs bonnes recommandations. L’ambiance cosy et la bonne musique ajoutent une touche agréable à l’expérience, je recommande !', 'Des assiettes jusqu’au service, un dîner pour mes 32 ans au top, j’allais oublier le vin recommandé par le serveur qui d’ailleurs était au petit soin\nUn grand merci a toute l’équipe', 'Le service est parfait. La cuisine est raffinée. Un endroit pour accueillir les amis de loin pour présenter la délicatesse de la gourmandise française.']"
Les Mauvais Garçons,4.3,$$,Restaurant,,"4 Rue des Mauvais Garçons, 75004 Paris, France","https://www.google.fr/maps/place/Les+Mauvais+Gar%C3%A7ons/@48.8632776,2.3384501,4282m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+4!3m6!1s0x47e66e1d4f697a7d:0x6ed4bc73ad2bb7cd!8m2!3d48.8568105!4d2.355202!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F1vcjlkbw?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Les+Mauvais+Gar%C3%A7ons/@48.8632776,2.3384501,7547m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+4!3m8!1s0x47e66e1d4f697a7d:0x6ed4bc73ad2bb7cd!8m2!3d48.8568105!4d2.355202!9m1!1b1!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F1vcjlkbw?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Petit restaurant dans le marais sympathique. Belle ambiance, intérieur choupi. La carte est petite, ce qui annonce des produits frais au vu des tarifs. Néanmoins il y a décalage entre les prix pratiqués, la qualité ainsi que la quantité des …', ""Petit endroit discret mais très sympathique. Le cadre n'est pas le plus folichon mais le servive et la cuisine très bien."", ""Un petit restaurant convivial. Un accueil parfait avec Un gérant disponible attentionné, vraiment un homme adorable. Quenelle bonne mais une toute petite portion comme si c'était le reste de la veille ou du déjeuner, pas gratinée pour 28€ …"", ""Un resto ambiance bouchon lyonnais très correct. Le saucisson brioché est bon, la cuisson de l'entrecôte parfaite et la tarte aux pralines roses excellente (elle me faisait tellement envie que j'ai oublié de la prendre en photo). J'aurais …"", 'Excellent resto sur paris. Un accueil très agréable et une excellente cuisine.\nOn y reviendra avec grand plaisir ( spécial dédicace pour l’œuf meurette 🤩) …']"
Chez Mademoiselle,4.6,$$,French restaurant,"Informal restaurant with a terrace serving local staples including seafood & meat dishes, plus wine.","16 Rue Charlemagne, 75004 Paris, France","https://www.google.fr/maps/place/Chez+Mademoiselle/@48.8632776,2.3384501,4282m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+4!3m6!1s0x47e671fdc0d3b541:0x6003c91e7bd7b5af!8m2!3d48.854376!4d2.3599826!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1ydpvbhn8?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Chez+Mademoiselle/@48.8632776,2.3384501,7547m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+4!3m8!1s0x47e671fdc0d3b541:0x6003c91e7bd7b5af!8m2!3d48.854376!4d2.3599826!9m1!1b1!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1ydpvbhn8?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['De passage à Paris moi et ma compagne,nous avons eu le plaisir et la chance de manger à ce restaurant qui ,je vous le garantie va vous faire aimer la France et sa gastronomie. Un pur délice , les saveurs ,les vins ,la bières et je ne parle …', ""Observation : le professionnalisme du personnel est top. Ils sont très discrets, plutôt rares de nos jours. Le client prend ses décisions comme il souhaite, sans avoir le sentiment d'être guidé. Je reviendrai parce que en plus c'était délicieux. Un restaurant français très charmant.👏👏 …"", 'Tout était excellent 👌 Compris plats, desserts et le service. …', ""J'ai vraiment adoré le service et la qualité de la réception.\nC'était ma toute première fois d'y mettre pieds dans ce restaurant et vraiment j'ai pas été déçu. …"", ""La cuisine y est toujours bonne!\nEn revanche le service s'est vraiment dégradé. Le jeune serveur oubliait où il en était, ne faisait jamais attention à la cloche du pass, du coup encore moins à …""]"
Le Chanard,4.7,$$,French restaurant,"Intimate venue with a small terrace & cozy interiors, offering classic French entrées & wine.","8 Rue Saint-Paul, 75004 Paris, France","https://www.google.fr/maps/place/Le+Chanard/@48.8632776,2.3384501,4282m/data=!3m2!1e3!5s0x47e671fe86ca5d43:0x769c862e15242156!4m10!1m2!2m1!1srestaurant+paris+4!3m6!1s0x47e671fe8224ab3f:0xa85d77d0fefa6c3a!8m2!3d48.8530556!4d2.3613889!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1w0sc5fc?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Le+Chanard/@48.8632776,2.3384501,7547m/data=!3m2!1e3!5s0x47e671fe86ca5d43:0x769c862e15242156!4m12!1m2!2m1!1srestaurant+paris+4!3m8!1s0x47e671fe8224ab3f:0xa85d77d0fefa6c3a!8m2!3d48.8530556!4d2.3613889!9m1!1b1!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1w0sc5fc?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","[""Un sans faute pour ce restaurant tenu par un couple inspiré. L'émincé d'ormeaux aux échalotes, le pied de porc retravaillé en cromesquis à la façon de la cheffe, la poule au pot, la plume de cochon (cuisson parfaite !!!) à la crème d'ail …"", ""Suite à une convention sur Paris, nous avons privatisé les lieux au restaurant Le Chanard avec notre équipe. L'accueil a été exceptionnellement chaleureux et convivial. Nos hôtes se sont véritablement pliés en quatre pour que nous passions …"", 'Bonne découverte pour une reservation à la dernière minute. Les plats sont bons, l’ambiance est agréable.', ""Un bistrot comme il est rare d'en trouver, surtout au coeur de Paris. Tenu par un couple adorable, cuisine de qualité et en quantité. Que demander de plus ?"", 'Ambiance intimiste avec un service au top, de bons conseils et très agréable ! Une belle adresse même juste pour boire un verre de leur joli choix de vin.']"
Chez Ajia,4.6,€20–30,Taiwanese restaurant,"Traditional Taiwanese seafood & meat dishes, served in a chic, plant-filled venue with a terrace.","4 Rue du Roi de Sicile, 75004 Paris, France","https://www.google.fr/maps/place/Chez+Ajia/@48.8632776,2.3384501,4282m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+4!3m6!1s0x47e671110e395de7:0x8ffbd2c78f4e20d7!8m2!3d48.8556532!4d2.3607875!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgEUdGFpd2FuZXNlX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11gmcbkcvw?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Chez+Ajia/@48.8632776,2.3384501,7547m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+4!3m8!1s0x47e671110e395de7:0x8ffbd2c78f4e20d7!8m2!3d48.8556532!4d2.3607875!9m1!1b1!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgEUdGFpd2FuZXNlX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11gmcbkcvw?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Super restaurant Taïwanais ! Les saveurs sont au rendez-vous, le service est gentil et agréable, il y a beaucoup de choix et on peut difficilement être déçu.\nJe ne me plaindrais pas de portions un peu plus grandes, mais je pense que les …', 'Connaissant bien la cuisine taïwanaise j’étais un peu déçue par les plats choisis: pas de sauce avec le luo bo gao (gâteau de radis blanc), un lo bah bang dans l’ensemble bon car la viande est bien marinée mais il y avait à peine une …', 'Un restaurant taïwanais recommandé par un ami taïwanais et je ne suis pas du tout déçue ! Les plats délicieux, le thé préparé à la bonne température, une déco cosy, un service amical, et service rapide ! Ce fut une belle expérience', 'Première fois que je goûte la cuisine taïwanaise. Les saveurs étaient uniques, la viande était extrêmement tendre et bien cuite, même chose pour l’aubergine. Les portions sont bien généreuses.', 'Excellent restaurant tawainais, au décor coloré et calme.\nLes croquettes de taro étaient très bonnes, le riz au porc mijoté une merveille. …']"
Les petites bouchées,4.7,€20–30,Restaurant,"Eclectic range of dishes to share, including beef tataki & salmon gravlax, in a plant-filled space.","4 Rue du Roi de Sicile, 75004 Paris, France","https://www.google.fr/maps/place/Les+petites+bouch%C3%A9es/@48.8632776,2.3384501,4282m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+4!3m6!1s0x47e671fdf9092fe9:0x75d97c3a1bab1e70!8m2!3d48.8556851!4d2.3607699!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11b6bcl53_?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Les+petites+bouch%C3%A9es/@48.8632776,2.3384501,7547m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+4!3m8!1s0x47e671fdf9092fe9:0x75d97c3a1bab1e70!8m2!3d48.8556851!4d2.3607699!9m1!1b1!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11b6bcl53_?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Superbe découverte !\nUn concept génial pour partager des plats excellents et bien travaillés.\nGros coup de cœur pour le carpaccio de Saint-Jacques juste sublime… …', ""Un endroit formidable.\nC'était une riche idée de mêler les saveurs du monde dans des petits plats. Chacun peut s'organiser à sa façon, à son rythme et à son goût, partager ou pas...\nChouette ambiance dans un restaurant chaleureux et agréable à taille humaine.\nMerci Madame! 😀 …"", 'C’était incroyable, toujours au top depuis des années ! Serveuses adorables, plats originaux et succulents ! Il y en a pour tous les goûts ! Merci', 'Ça fait au moins 6 fois que je vais dans ce petit restaurant, et je ne suis jamais déçue. J’y ai emmené mon entourage qui partage cet avis. La gérante ainsi que sa fille ( et son amie ) sont à chaque fois très attentionnées et chaleureuses …', 'Un très grand choix de mets très originaux et délicieux. Un endroit parfait pour y aller entre amis ou en famille pour vivre un bon moment de partage.']"
